timestamp,Actiwatch activity counts,Actiware classification,Apple Watch ENMO
08/01/2000 01:01:45,0.0,0.0,0.0016444539999999998
08/01/2000 01:02:00,0.0,0.0,0.0016185
08/01/2000 01:02:15,0.0,0.0,0.00159713
08/01/2000 01:02:30,0.0,0.0,0.001642434
08/01/2000 01:02:45,0.0,0.0,0.001554781
08/01/2000 01:03:00,0.0,0.0,0.0015646820000000002
08/01/2000 01:03:15,0.0,0.0,0.0015440879999999999
08/01/2000 01:03:30,0.0,0.0,0.001429631
08/01/2000 01:03:45,0.0,0.0,0.001526244
08/01/2000 01:04:00,0.0,0.0,0.001411661
08/01/2000 01:04:15,0.0,0.0,0.001496746
08/01/2000 01:04:30,0.0,0.0,0.0031326740000000002
08/01/2000 01:04:45,0.0,0.0,0.001862299
08/01/2000 01:05:00,0.0,0.0,0.0016287229999999999
08/01/2000 01:05:15,0.0,0.0,0.0016074020000000002
08/01/2000 01:05:30,0.0,0.0,0.001530695
08/01/2000 01:05:45,0.0,0.0,0.001509525
08/01/2000 01:06:00,0.0,0.0,0.0014933129999999998
08/01/2000 01:06:15,0.0,0.0,0.001463325
08/01/2000 01:06:30,0.0,0.0,0.001401638
08/01/2000 01:06:45,0.0,0.0,0.00142379
08/01/2000 01:07:00,0.0,0.0,0.0015065760000000001
08/01/2000 01:07:15,0.0,0.0,0.001545765
08/01/2000 01:07:30,0.0,0.0,0.00156362
08/01/2000 01:07:45,0.0,0.0,0.002020197
08/01/2000 01:08:00,0.0,0.0,0.0016294389999999999
08/01/2000 01:08:15,0.0,0.0,0.0015829589999999999
08/01/2000 01:08:30,0.0,0.0,0.001594173
08/01/2000 01:08:45,0.0,0.0,0.001633366
08/01/2000 01:09:00,0.0,0.0,0.0016550970000000001
08/01/2000 01:09:15,0.0,0.0,0.0017256370000000001
08/01/2000 01:09:30,0.0,0.0,0.001770881
08/01/2000 01:09:45,0.0,0.0,0.001757017
08/01/2000 01:10:00,0.0,0.0,0.001691846
08/01/2000 01:10:15,0.0,0.0,0.001759341
08/01/2000 01:10:30,0.0,0.0,0.0017500179999999999
08/01/2000 01:10:45,0.0,0.0,0.0017345239999999999
08/01/2000 01:11:00,0.0,0.0,0.0018393779999999998
08/01/2000 01:11:15,0.0,0.0,0.001804987
08/01/2000 01:11:30,0.0,0.0,0.0016534870000000001
08/01/2000 01:11:45,0.0,0.0,0.001545805
08/01/2000 01:12:00,0.0,0.0,0.001534472
08/01/2000 01:12:15,0.0,0.0,0.0016258420000000002
08/01/2000 01:12:30,0.0,0.0,0.001664087
08/01/2000 01:12:45,0.0,0.0,0.001696883
08/01/2000 01:13:00,0.0,0.0,0.0015367229999999998
08/01/2000 01:13:15,0.0,0.0,0.0015653529999999998
08/01/2000 01:13:30,0.0,0.0,0.001660166
08/01/2000 01:13:45,0.0,0.0,0.001559509
08/01/2000 01:14:00,0.0,0.0,0.0016433110000000002
08/01/2000 01:14:15,0.0,0.0,0.001959165
08/01/2000 01:14:30,0.0,0.0,0.001614199
08/01/2000 01:14:45,0.0,0.0,0.001640296
08/01/2000 01:15:00,0.0,0.0,0.001577883
08/01/2000 01:15:15,0.0,0.0,0.001819823
08/01/2000 01:15:30,0.0,0.0,0.0016361820000000001
08/01/2000 01:15:45,0.0,0.0,0.0016610560000000002
08/01/2000 01:16:00,0.0,0.0,0.001640204
08/01/2000 01:16:15,0.0,0.0,0.001634939
08/01/2000 01:16:30,0.0,0.0,0.0016377120000000002
08/01/2000 01:16:45,0.0,0.0,0.00172118
08/01/2000 01:17:00,0.0,0.0,0.001728675
08/01/2000 01:17:15,0.0,0.0,0.001631239
08/01/2000 01:17:30,0.0,0.0,0.001592532
08/01/2000 01:17:45,0.0,0.0,0.001713801
08/01/2000 01:18:00,0.0,0.0,0.001671881
08/01/2000 01:18:15,0.0,0.0,0.001577663
08/01/2000 01:18:30,0.0,0.0,0.001630521
08/01/2000 01:18:45,0.0,0.0,0.0016417970000000002
08/01/2000 01:19:00,0.0,0.0,0.001559053
08/01/2000 01:19:15,0.0,0.0,0.001640775
08/01/2000 01:19:30,0.0,0.0,0.001517347
08/01/2000 01:19:45,0.0,0.0,0.001669783
08/01/2000 01:20:00,0.0,0.0,0.001713291
08/01/2000 01:20:15,0.0,0.0,0.00154532
08/01/2000 01:20:30,0.0,0.0,0.001539025
08/01/2000 01:20:45,0.0,0.0,0.0015319320000000002
